id,latitude,longitude,timestamp
65,335108863,-1171402061,1368833046986
66,335108863,-1171402061,1368833166910
67,335108863,-1171402061,1368833226893
68,335108863,-1171402061,1368833346928
69,335108863,-1171402061,1368833466907
70,335108863,-1171402061,1368833526955
71,335108863,-1171402061,1368833646921
72,335108863,-1171402061,1368833706939
73,335108863,-1171402061,1368833766937
74,335108863,-1171402061,1368833826955
75,335108863,-1171402061,1368833886981
76,335108863,-1171402061,1368834006949
77,335108863,-1171402061,1368834066976
78,335108863,-1171402061,1368834186978
79,335108863,-1171402061,1368834246983
80,335108863,-1171402061,1368834306984
81,335108863,-1171402061,1368834426974
82,335108863,-1171402061,1368834546993
83,335108863,-1171402061,1368834607003
84,335108863,-1171402061,1368834667001
85,335108863,-1171402061,1368834787025
86,335108863,-1171402061,1368834907037
87,335108863,-1171402061,1368835087052
88,335108863,-1171402061,1368835147047
89,335108863,-1171402061,1368835207051
90,335108863,-1171402061,1368835327051
91,335108863,-1171402061,1368835447071
92,335108863,-1171402061,1368835507078
93,335108863,-1171402061,1368835627097
94,335108863,-1171402061,1368835807099
95,335108863,-1171402061,1368835867105
96,335108863,-1171402061,1368835987112
97,335108863,-1171402061,1368836047118
98,335108863,-1171402061,1368836167119
99,335108863,-1171402061,1368836227121
100,335108863,-1171402061,1368836287135
101,335108863,-1171402061,1368836347224
102,335108863,-1171402061,1368836527285
103,335108863,-1171402061,1368836707591
104,335108863,-1171402061,1368836767607
105,335108863,-1171402061,1368836827650
106,335108863,-1171402061,1368836887655
107,335108863,-1171402061,1368836947666
108,335108863,-1171402061,1368837067715
109,335108863,-1171402061,1368837247712
110,335108863,-1171402061,1368837427694
111,335108863,-1171402061,1368837607718
112,335108863,-1171402061,1368837667726
113,335108378,-1171402294,1368837787725
114,335108747,-1171402170,1368837967742
115,335108747,-1171402170,1368838147770
116,335108747,-1171402170,1368838327787
117,335108747,-1171402170,1368838507793
118,335108492,-1171402602,1368838687818
119,335108684,-1171402370,1368838867831
120,335108684,-1171402370,1368838927834
121,335108684,-1171402370,1368838987828
122,335108460,-1171401873,1368839047850
123,335108650,-1171402379,1368839227843
124,335108650,-1171402379,1368839287857
125,335108650,-1171402379,1368839347857
126,335108650,-1171402379,1368839407865
127,335108650,-1171402379,1368839467863
128,335108650,-1171402379,1368839587992
129,335108650,-1171402379,1368839766531
130,335108650,-1171402379,1368839826560
131,335108650,-1171402379,1368839946534
132,335108650,-1171402379,1368840006581
133,335108650,-1171402379,1368840066591
134,335108650,-1171402379,1368840186569
135,335108650,-1171402379,1368840246694
136,335108650,-1171402379,1368840366557
137,335108650,-1171402379,1368840426602
138,335108650,-1171402379,1368840486618
139,335108650,-1171402379,1368840606622
140,335108650,-1171402379,1368840666670
141,335108650,-1171402379,1368840786633
142,335108650,-1171402379,1368840846656
143,335108650,-1171402379,1368840906714
144,335108650,-1171402379,1368840966730
145,335108650,-1171402379,1368841026750
146,335108650,-1171402379,1368841206724
147,335108650,-1171402379,1368841266751
148,335108650,-1171402379,1368841386755
149,335108650,-1171402379,1368841446760
150,335108650,-1171402379,1368841566762
151,335108650,-1171402379,1368841626768
152,335108650,-1171402379,1368841746775
153,335108650,-1171402379,1368841806781
154,335108650,-1171402379,1368841926806
155,335108650,-1171402379,1368842106809
156,335108650,-1171402379,1368842166810
157,335113088,-1171401429,1368842243129
158,335108378,-1171402414,1368842346823
159,335108378,-1171402414,1368842466830
160,335108356,-1171402731,1368842646822
161,335108621,-1171402615,1368842706829
162,335108450,-1171402379,1368842766860
163,335108395,-1171402504,1368842886847
164,335108381,-1171402577,1368843006885
165,335108406,-1171402330,1368843186876
166,335108340,-1171402519,1368843246886
167,335108738,-1171402226,1368843306867
168,335108641,-1171402382,1368843426879
169,335108158,-1171402177,1368843486889
170,335108327,-1171402286,1368843546915
171,335108418,-1171402411,1368843726927
172,335108350,-1171401797,1368843906601
173,335108450,-1171402241,1368844086645
174,335108543,-1171402425,1368844146734
175,335108112,-1171402357,1368844266729
176,335108465,-1171402286,1368844326728
177,335108567,-1171402301,1368844386773
178,335108679,-1171402304,1368844506781
179,335108679,-1171402304,1368844626807
180,335108679,-1171402304,1368844806815
181,335108679,-1171402304,1368844866803
182,335108679,-1171402304,1368844986814
183,335108679,-1171402304,1368845046826
184,335108679,-1171402304,1368845166824
185,335108679,-1171402304,1368845226829
186,335108120,-1171401891,1368845286826
187,335108663,-1171402367,1368845406835
188,335108663,-1171402367,1368845526862
189,335108663,-1171402367,1368845706874
190,335108663,-1171402367,1368845886888
191,335108663,-1171402367,1368846066889
192,335108663,-1171402367,1368846127034
193,335108663,-1171402367,1368846246912
194,335108663,-1171402367,1368846307117
195,335108663,-1171402367,1368846426933
196,335108663,-1171402367,1368846606939
197,335108663,-1171402367,1368846786938
198,335108663,-1171402367,1368846966942
199,335108663,-1171402367,1368847146978
200,335108663,-1171402367,1368847207047
201,335108663,-1171402367,1368847327060
202,335108663,-1171402367,1368847507084
203,335108663,-1171402367,1368847567083
204,335108663,-1171402367,1368847687106
205,335108834,-1171402297,1368847747100
206,335108783,-1171402094,1368847867121
207,335108783,-1171402094,1368848047126
208,335108783,-1171402094,1368848227141
209,335108783,-1171402094,1368848406621
210,335108783,-1171402094,1368848586687
211,335108768,-1171402241,1368848766685
212,335108656,-1171402513,1368848826682
213,335108656,-1171402513,1368848946708
214,335108656,-1171402513,1368849126730
215,335108656,-1171402513,1368849306736
216,335108656,-1171402513,1368849486747
217,335108656,-1171402513,1368849546751
218,335108656,-1171402513,1368849606762
219,335108656,-1171402513,1368849726748
220,335108656,-1171402513,1368849846783
221,335108656,-1171402513,1368850026777
222,335108656,-1171402513,1368850086772
223,335108656,-1171402513,1368850206798
224,335108656,-1171402513,1368850386805
225,335108656,-1171402513,1368850446959
226,335108656,-1171402513,1368850566824
227,335108656,-1171402513,1368850627040
228,335108656,-1171402513,1368850746838
229,335108656,-1171402513,1368850926852
230,335108717,-1171402739,1368851106858
231,335108800,-1171402174,1368851166869
232,335108800,-1171402174,1368851286885
233,335108800,-1171402174,1368851346897
234,335108800,-1171402174,1368851466876
235,335108800,-1171402174,1368851526879
236,335108800,-1171402174,1368851646886
237,335108800,-1171402174,1368851826920
238,335108800,-1171402174,1368852006919
239,335108800,-1171402174,1368852186937
240,335108800,-1171402174,1368852366944
241,335108800,-1171402174,1368852426952
242,335108800,-1171402174,1368852486963
243,335108800,-1171402174,1368852546985
244,335108800,-1171402174,1368852726988
245,335108800,-1171402174,1368852906994
246,335108800,-1171402174,1368852966992
247,335108616,-1171402358,1368853027029
248,335108766,-1171402103,1368853147005
249,335108766,-1171402103,1368853207009
250,335108766,-1171402103,1368853267014
251,335108766,-1171402103,1368853327016
252,335108766,-1171402103,1368853387022
253,335108766,-1171402103,1368853447037
254,335108766,-1171402103,1368853687046
255,335108766,-1171402103,1368853867052
256,335108766,-1171402103,1368853927067
257,335108766,-1171402103,1368853987069
258,335108547,-1171402554,1368854047080
259,335108731,-1171402166,1368854107088
260,335108581,-1171402400,1368854167085
261,335108674,-1171402448,1368854227097
262,335108674,-1171402448,1368854287115
263,335108674,-1171402448,1368854407113
264,335108674,-1171402448,1368854587140
265,335108302,-1171402609,1368854767151
266,335108729,-1171402311,1368854827505
267,335108729,-1171402311,1368854887515
268,335108729,-1171402311,1368854947906
269,335108729,-1171402311,1368855127897
270,335108729,-1171402311,1368855187909
271,335108729,-1171402311,1368855247912
272,335108729,-1171402311,1368855307920
273,335108729,-1171402311,1368855367927
274,335108729,-1171402311,1368855487962
275,335108729,-1171402311,1368855667946
276,335108729,-1171402311,1368855727971
277,335108729,-1171402311,1368855787966
278,335108729,-1171402311,1368855847952
279,335108790,-1171402477,1368856027969
280,335108576,-1171402566,1368856087993
281,335108866,-1171402214,1368856207981
282,335108618,-1171402478,1368856268009
283,335108598,-1171402684,1368856388006
284,335108598,-1171402684,1368856568036
285,335108598,-1171402684,1368856748051
286,335108598,-1171402684,1368856928050
287,335108598,-1171402684,1368856988051
288,335108598,-1171402684,1368857048067
289,335108598,-1171402684,1368857168053
290,335108598,-1171402684,1368857228056
291,335108598,-1171402684,1368857288068
292,335108598,-1171402684,1368857348070
293,335108576,-1171402436,1368857408075
294,335108710,-1171402101,1368857468095
295,335108710,-1171402101,1368857528074
296,335108710,-1171402101,1368857648099
297,335108710,-1171402101,1368857708108
298,335108710,-1171402101,1368857828117
299,335108710,-1171402101,1368858008116
300,335108710,-1171402101,1368858068108
301,335108710,-1171402101,1368858128132
302,335108710,-1171402101,1368858248132
303,335108710,-1171402101,1368858308139
304,335108710,-1171402101,1368858368165
305,335108710,-1171402101,1368858548188
306,335108710,-1171402101,1368858608198
307,335108710,-1171402101,1368858668209
308,335108710,-1171402101,1368858788262
309,335108710,-1171402101,1368858848466
310,335108710,-1171402101,1368858968304
311,335108710,-1171402101,1368859208388
312,335108710,-1171402101,1368859319295
313,335108710,-1171402101,1368859379357
314,335108710,-1171402101,1368859499309
315,335108710,-1171402101,1368859559346
316,335108710,-1171402101,1368859679349
317,335108710,-1171402101,1368859739447
318,335108710,-1171402101,1368859919464
319,335108710,-1171402101,1368860039407
320,335108710,-1171402101,1368860125038
321,335108710,-1171402101,1368860185050
322,335108119,-1171402192,1368860245066
323,335109580,-1171401903,1368860313447
324,335109580,-1171401903,1368860418922
325,335109580,-1171401903,1368860485070
326,335109580,-1171401903,1368860605217
327,335109580,-1171401903,1368860725105
328,335109580,-1171401903,1368860785130
329,335109580,-1171401903,1368860845127
330,335109580,-1171401903,1368860905159
331,335109580,-1171401903,1368861025139
332,335109580,-1171401903,1368861145241
333,335109580,-1171401903,1368861265197
334,335109580,-1171401903,1368861385208
335,335109580,-1171401903,1368861445232
336,335109580,-1171401903,1368861565219
337,335109580,-1171401903,1368861625242
338,335109580,-1171401903,1368861745266
339,335109580,-1171401903,1368861805279
340,335109580,-1171401903,1368861925304
341,335109580,-1171401903,1368862045359
342,335109580,-1171401903,1368862111184
343,335109580,-1171401903,1368862171306
344,335109580,-1171401903,1368862235617
345,335109580,-1171401903,1368862351267
346,335109580,-1171401903,1368862411268
347,335109580,-1171401903,1368862471287
348,335109580,-1171401903,1368862591292
349,335109580,-1171401903,1368862711471
350,335109580,-1171401903,1368862891554
351,335109580,-1171401903,1368862951576
352,335109580,-1171401903,1368863032083
353,335109580,-1171401903,1368863152092
354,335109580,-1171401903,1368863212098
355,335109580,-1171401903,1368863332114
356,335109580,-1171401903,1368863392130
357,335109580,-1171401903,1368863452243
358,335109580,-1171401903,1368863632198
359,335109580,-1171401903,1368863692210
360,335109580,-1171401903,1368863752219
361,335109580,-1171401903,1368863872290
362,335109580,-1171401903,1368863992236
363,335109580,-1171401903,1368864052241
364,335109580,-1171401903,1368864172240
365,335109580,-1171401903,1368864232245
366,335109580,-1171401903,1368864292252
367,335109580,-1171401903,1368864352264
368,335109580,-1171401903,1368864412271
369,335109580,-1171401903,1368864532352
370,335109580,-1171401903,1368864592359
371,335109580,-1171401903,1368864652496
372,335109580,-1171401903,1368864772498
373,335109580,-1171401903,1368864832581
374,335109580,-1171401903,1368864892582
375,335109580,-1171401903,1368865072598
376,335109580,-1171401903,1368865132609
377,335109580,-1171401903,1368865192619
378,335109580,-1171401903,1368865258926
379,335109580,-1171401903,1368865432636
380,335109580,-1171401903,1368865492642
381,335109580,-1171401903,1368865552648
382,335109580,-1171401903,1368865672657
383,335109580,-1171401903,1368865732730
384,335109580,-1171401903,1368865792748
385,335109580,-1171401903,1368865852743
386,335109580,-1171401903,1368865972764
387,335109580,-1171401903,1368866152762
388,335109580,-1171401903,1368866212768
389,335109580,-1171401903,1368866332780
390,335109580,-1171401903,1368866512803
391,335109580,-1171401903,1368866692792
392,335109580,-1171401903,1368866752823
393,335109580,-1171401903,1368866872809
394,335109580,-1171401903,1368866932827
395,335109580,-1171401903,1368867052824
396,335109580,-1171401903,1368867112843
397,335109580,-1171401903,1368867172853
398,335109580,-1171401903,1368867292837
399,335109580,-1171401903,1368867352848
400,335109580,-1171401903,1368867412859
401,335109580,-1171401903,1368867472874
402,335109580,-1171401903,1368867592884
403,335109580,-1171401903,1368867652894
404,335109580,-1171401903,1368867772920
405,335109580,-1171401903,1368867952916
406,335109580,-1171401903,1368868012920
407,335109580,-1171401903,1368868072927
408,335109580,-1171401903,1368868134118
409,335109580,-1171401903,1368868314132
410,335109580,-1171401903,1368868374139
411,335109580,-1171401903,1368868434149
412,335109580,-1171401903,1368868494158
413,335109580,-1171401903,1368868554239
414,335109580,-1171401903,1368868614249
415,335109580,-1171401903,1368868734489
416,335109580,-1171401903,1368868794480
417,335109580,-1171401903,1368868914534
418,335109580,-1171401903,1368869034527
419,335109580,-1171401903,1368869094554
420,335109580,-1171401903,1368869154560
421,335109580,-1171401903,1368869274567
422,335109580,-1171401903,1368869334582
423,335109580,-1171401903,1368869454584
424,335109580,-1171401903,1368869514583
425,335109580,-1171401903,1368869574605
426,335109580,-1171401903,1368869634610
427,335109580,-1171401903,1368869694612
428,335109580,-1171401903,1368869814629
429,335109580,-1171401903,1368869934624
430,335109580,-1171401903,1368869994635
431,335109580,-1171401903,1368870114645
432,335109580,-1171401903,1368870174646
433,335109580,-1171401903,1368870294658
434,335109580,-1171401903,1368870474692
435,335109580,-1171401903,1368870654688
436,335109580,-1171401903,1368870714708
437,335109580,-1171401903,1368870834700
438,335109580,-1171401903,1368871014737
439,335109580,-1171401903,1368871074779
440,335109580,-1171401903,1368871134808
441,335109580,-1171401903,1368871194814
442,335109580,-1171401903,1368871374854
443,335109580,-1171401903,1368871554852
444,335109580,-1171401903,1368871614868
445,335109580,-1171401903,1368871734877
446,335109580,-1171401903,1368871914882
447,335109580,-1171401903,1368872094885
448,335109580,-1171401903,1368872274906
449,335109580,-1171401903,1368872454944
450,335109580,-1171401903,1368872634948
451,335109580,-1171401903,1368872814956
452,335109580,-1171401903,1368872874961
453,335109580,-1171401903,1368872934965
454,335109580,-1171401903,1368872994966
455,335109580,-1171401903,1368873174990
456,335109580,-1171401903,1368873234978
457,335109580,-1171401903,1368873295000
458,335109580,-1171401903,1368873414995
459,335109580,-1171401903,1368873475060
460,335109580,-1171401903,1368873535090
461,335109580,-1171401903,1368873715091
462,335109580,-1171401903,1368873775095
463,335109580,-1171401903,1368873895120
464,335109580,-1171401903,1368874075122
465,335109580,-1171401903,1368874255150
466,335109580,-1171401903,1368874435151
467,335109580,-1171401903,1368874615171
468,335109580,-1171401903,1368874795173
469,335109580,-1171401903,1368874975202
470,335109580,-1171401903,1368875155212
471,335109580,-1171401903,1368875335489
472,335109580,-1171401903,1368875395510
473,335109580,-1171401903,1368875455567
474,335109580,-1171401903,1368875575550
475,335109580,-1171401903,1368875635570
476,335109580,-1171401903,1368876354600
477,335109580,-1171401903,1368876414781
478,335109580,-1171401903,1368876534782
479,335109580,-1171401903,1368876654799
480,335109580,-1171401903,1368876833430
481,335109580,-1171401903,1368876893509
482,335109580,-1171401903,1368876953524
483,335109580,-1171401903,1368877073594
484,335109580,-1171401903,1368877133599
485,335109580,-1171401903,1368877253596
486,335109580,-1171401903,1368877313611
487,335109580,-1171401903,1368877373631
488,335109580,-1171401903,1368877433613
489,335109580,-1171401903,1368877553648
490,335109580,-1171401903,1368877733652
491,335109580,-1171401903,1368877913668
492,335109580,-1171401903,1368878093670
493,335109580,-1171401903,1368878273688
494,335109580,-1171401903,1368878426234
495,335109580,-1171401903,1368878513710
496,335109580,-1171401903,1368878573706
497,335109580,-1171401903,1368878693714
498,335109580,-1171401903,1368878813738
499,335109580,-1171401903,1368878993757
500,335109580,-1171401903,1368879173768
501,335109580,-1171401903,1368879233774
502,335109580,-1171401903,1368879353780
503,335109580,-1171401903,1368879533784
504,335109580,-1171401903,1368879593793
505,335109580,-1171401903,1368879713808
506,335109580,-1171401903,1368879893815
507,335109580,-1171401903,1368879953830
508,335109580,-1171401903,1368880073841
509,335109580,-1171401903,1368880253854
510,335109580,-1171401903,1368880433857
511,335109580,-1171401903,1368880493865
512,335109580,-1171401903,1368880613852
513,335109580,-1171401903,1368880673873
514,335109580,-1171401903,1368880746447
515,335109580,-1171401903,1368880806514
516,335109580,-1171401903,1368880866749
517,335109580,-1171401903,1368880926779
518,335109580,-1171401903,1368880986797
519,335109580,-1171401903,1368881046853
520,335109580,-1171401903,1368881166860
521,335109580,-1171401903,1368881226941
522,335109580,-1171401903,1368881346939
523,335109580,-1171401903,1368881407010
524,335109580,-1171401903,1368881467014
525,335109580,-1171401903,1368881527042
526,335109580,-1171401903,1368881587112
527,335109580,-1171401903,1368881707107
528,335109580,-1171401903,1368881767193
529,335109580,-1171401903,1368881827221
530,335109580,-1171401903,1368881947341
531,335109580,-1171401903,1368882067287
532,335109580,-1171401903,1368882127371
533,335109580,-1171401903,1368882187406
534,335109580,-1171401903,1368882247439
535,335109580,-1171401903,1368882307450
536,335109580,-1171401903,1368882367500
537,335109580,-1171401903,1368882427549
538,335109580,-1171401903,1368882487769
539,335109580,-1171401903,1368882607788
540,335109580,-1171401903,1368882787796
541,335109580,-1171401903,1368882847869
542,335109580,-1171401903,1368882907870
543,335109580,-1171401903,1368882967896
544,335109580,-1171401903,1368883147986
545,335109580,-1171401903,1368883208045
546,335109580,-1171401903,1368883268049
547,335109580,-1171401903,1368883328057
548,335109580,-1171401903,1368883388128
549,335109580,-1171401903,1368883448132
550,335109580,-1171401903,1368883508161
551,335109580,-1171401903,1368883568288
552,335109580,-1171401903,1368883688319
553,335109580,-1171401903,1368883748380
554,335109580,-1171401903,1368883808439
555,335109580,-1171401903,1368883868463
556,335109580,-1171401903,1368884048525
557,335109580,-1171401903,1368884228578
558,335109580,-1171401903,1368884288729
559,335109580,-1171401903,1368884408722
560,335109580,-1171401903,1368884468801
561,335109580,-1171401903,1368884588825
562,335109580,-1171401903,1368884648878
563,335109580,-1171401903,1368884768898
564,335109580,-1171401903,1368884828943
565,335109580,-1171401903,1368884888962
566,335109580,-1171401903,1368884948969
567,335109580,-1171401903,1368885009055
568,335109580,-1171401903,1368885129068
569,335109580,-1171401903,1368885306535
570,335109580,-1171401903,1368885366539
571,335109580,-1171401903,1368885426549
572,335109580,-1171401903,1368885486560
573,335109580,-1171401903,1368885666566
574,335109580,-1171401903,1368885726569
575,335109580,-1171401903,1368885846586
576,335109580,-1171401903,1368886026605
577,335109580,-1171401903,1368886206616
578,335109580,-1171401903,1368886386628
579,335109580,-1171401903,1368886566645
580,335109580,-1171401903,1368886746654
581,335109580,-1171401903,1368886806657
582,335109580,-1171401903,1368886926678
583,335109580,-1171401903,1368886986802
584,335109580,-1171401903,1368887106706
585,335109580,-1171401903,1368887166896
586,335109580,-1171401903,1368887286704
587,335109580,-1171401903,1368887346706
588,335109580,-1171401903,1368887466720
589,335109580,-1171401903,1368887526725
590,335109580,-1171401903,1368887646734
591,335109580,-1171401903,1368887826742
592,335109580,-1171401903,1368887886769
593,335109580,-1171401903,1368887946751
594,335109580,-1171401903,1368888066770
595,335109580,-1171401903,1368888186780
596,335109580,-1171401903,1368888366812
597,335109580,-1171401903,1368888546807
598,335109580,-1171401903,1368888606796
599,335109580,-1171401903,1368888666817
600,335109580,-1171401903,1368888786814
601,335109580,-1171401903,1368888906852
602,335109580,-1171401903,1368888966918
603,335109580,-1171401903,1368889086931
604,335109580,-1171401903,1368889266951
605,335109580,-1171401903,1368889446964
606,335109580,-1171401903,1368889506960
607,335109580,-1171401903,1368889626978
608,335109580,-1171401903,1368889806950
609,335109580,-1171401903,1368889986965
610,335109580,-1171401903,1368890046973
611,335109580,-1171401903,1368890106992
612,335109580,-1171401903,1368890226974
613,335109580,-1171401903,1368890286995
614,335109580,-1171401903,1368890406992
615,335109580,-1171401903,1368890527012
616,335109580,-1171401903,1368890707106
617,335109580,-1171401903,1368890947114
618,335109580,-1171401903,1368891067125
619,335109580,-1171401903,1368891127401
620,335109580,-1171401903,1368891187421
621,335109580,-1171401903,1368891247518
622,335109580,-1171401903,1368891427503
623,335109580,-1171401903,1368891487512
624,335109580,-1171401903,1368891607539
625,335109580,-1171401903,1368891667547
626,335109580,-1171401903,1368891727551
627,335109580,-1171401903,1368891787576
628,335109580,-1171401903,1368891847592
629,335109580,-1171401903,1368891907616
630,335109580,-1171401903,1368891967631
631,335109580,-1171401903,1368892027638
632,335109580,-1171401903,1368892087635
633,335109580,-1171401903,1368892207635
634,335109580,-1171401903,1368892327656
635,335109580,-1171401903,1368892507680
636,335109580,-1171401903,1368892567787
637,335109580,-1171401903,1368892687686
638,335109580,-1171401903,1368892747798
639,335109580,-1171401903,1368892867691
640,335109580,-1171401903,1368892927885
641,335109580,-1171401903,1368893047713
642,335109580,-1171401903,1368893227727
643,335109580,-1171401903,1368893287740
644,335109580,-1171401903,1368893407733
645,335109580,-1171401903,1368893467740
646,335109580,-1171401903,1368893587740
647,335109580,-1171401903,1368893767773
648,335109580,-1171401903,1368893947779
649,335109580,-1171401903,1368894127876
650,335109580,-1171401903,1368894306507
651,335109580,-1171401903,1368894366782
652,335109580,-1171401903,1368894486792
653,335109580,-1171401903,1368894547012
654,335109580,-1171401903,1368894666958
655,335109580,-1171401903,1368894726992
656,335109580,-1171401903,1368894787009
657,335109580,-1171401903,1368894847045
658,335109580,-1171401903,1368894907102
659,335109580,-1171401903,1368894967495
660,335109580,-1171401903,1368895027550
661,335109580,-1171401903,1368895207570
662,335109580,-1171401903,1368895387563
663,335109580,-1171401903,1368895447560
664,335109580,-1171401903,1368895507570
665,335109580,-1171401903,1368895567583
666,335109580,-1171401903,1368895747590
667,335109580,-1171401903,1368895807679
668,335109580,-1171401903,1368895867701
669,335109580,-1171401903,1368895987754
670,335109580,-1171401903,1368896047757
671,335109580,-1171401903,1368896167860
672,335109580,-1171401903,1368896287879
673,335109580,-1171401903,1368896347927
674,335109580,-1171401903,1368896407936
675,335109580,-1171401903,1368896528034
676,335109580,-1171401903,1368896648049
677,335109580,-1171401903,1368896708099
678,335109580,-1171401903,1368896768101
679,335109580,-1171401903,1368896828129
680,335109580,-1171401903,1368896888193
681,335109580,-1171401903,1368896948241
682,335109580,-1171401903,1368897008440
683,335109580,-1171401903,1368897188497
684,335109580,-1171401903,1368897368495
685,335109580,-1171401903,1368897428530
686,335109580,-1171401903,1368897488642
687,335109580,-1171401903,1368897548661
688,335109580,-1171401903,1368897728651
689,335109580,-1171401903,1368897788696
690,335109580,-1171401903,1368897848710
691,335109580,-1171401903,1368897908728
692,335109580,-1171401903,1368897968801
693,335109580,-1171401903,1368898088839
694,335109580,-1171401903,1368898148874
695,335109580,-1171401903,1368898208889
696,335109580,-1171401903,1368898268897
697,335109580,-1171401903,1368898328963
698,335109580,-1171401903,1368898448978
699,335109580,-1171401903,1368898509040
700,335109580,-1171401903,1368898569041
701,335109580,-1171401903,1368898629055
702,335109580,-1171401903,1368898689209
703,335109580,-1171401903,1368898752003
704,335109580,-1171401903,1368898931999
705,335109580,-1171401903,1368898992007
706,335109580,-1171401903,1368899172007
707,335109580,-1171401903,1368899232031
708,335109580,-1171401903,1368899352018
709,335109580,-1171401903,1368899412040
710,335109580,-1171401903,1368899472043
711,335109580,-1171401903,1368899592044
712,335109580,-1171401903,1368899652053
713,335109580,-1171401903,1368899712055
714,335109580,-1171401903,1368899892056
715,335109580,-1171401903,1368899952062
716,335109580,-1171401903,1368900012079
717,335109580,-1171401903,1368900132066
718,335109580,-1171401903,1368900192073
719,335109580,-1171401903,1368900252088
720,335109580,-1171401903,1368900312103
721,335109580,-1171401903,1368900432115
722,335109580,-1171401903,1368900612121
723,335109580,-1171401903,1368900792143
724,335109580,-1171401903,1368900972166
725,335109580,-1171401903,1368901152167
726,335109580,-1171401903,1368901332166
727,335109580,-1171401903,1368901392175
728,335109580,-1171401903,1368901452186
729,335109580,-1171401903,1368901572197
730,335109580,-1171401903,1368901692204
731,335109580,-1171401903,1368901752203
732,335109580,-1171401903,1368901812415
733,335109580,-1171401903,1368901872759
734,335109580,-1171401903,1368901932785
735,335109580,-1171401903,1368902052782
736,335109580,-1171401903,1368902232795
737,335109580,-1171401903,1368902292868
738,335109580,-1171401903,1368902352874
739,335109580,-1171401903,1368902412884
740,335109580,-1171401903,1368902472893
741,335109580,-1171401903,1368902592897
742,335109580,-1171401903,1368902652905
743,335109580,-1171401903,1368902772904
744,335109580,-1171401903,1368902832909
745,335109580,-1171401903,1368902952906
746,335109580,-1171401903,1368903012933
747,335109580,-1171401903,1368903133026
748,335109580,-1171401903,1368903246756
749,335109580,-1171401903,1368903306776
750,335109580,-1171401903,1368903486808
751,335109580,-1171401903,1368903666809
752,335109580,-1171401903,1368903726815
753,335109580,-1171401903,1368903786874
754,335109580,-1171401903,1368903846881
755,335109580,-1171401903,1368904026895
756,335109580,-1171401903,1368904086906
757,335109580,-1171401903,1368904146912
758,335109580,-1171401903,1368904206916
759,335109580,-1171401903,1368904386923
760,335109580,-1171401903,1368904566952
761,335109580,-1171401903,1368904746950
762,335109580,-1171401903,1368904927047
763,335109580,-1171401903,1368905106982
764,335109580,-1171401903,1368905167049
765,335109580,-1171401903,1368905286980
766,335109580,-1171401903,1368905347126
767,335109580,-1171401903,1368905466993
768,335109580,-1171401903,1368905527217
769,335109580,-1171401903,1368905647003
770,335109580,-1171401903,1368905707318
771,335109580,-1171401903,1368905827124
772,335109580,-1171401903,1368905887452
773,335109580,-1171401903,1368905947479
774,335109580,-1171401903,1368906007501
775,335109580,-1171401903,1368906067499
